CD_MEDICAMENT;NOM_MEDICAMENT;CONDIT_MEDICAMENT;CATG_MEDICAMENT;MARQUE_FABRI
1859;Medicament1859;Cond11;CategoryMed24;MarqueMed12
1860;Medicament1860;Cond8;CategoryMed33;MarqueMed13
1861;Medicament1861;Cond5;CategoryMed39;MarqueMed23
1862;Medicament1862;Cond3;CategoryMed1;MarqueMed23
1863;Medicament1863;Cond7;CategoryMed39;MarqueMed22
1864;Medicament1864;Cond6;CategoryMed12;MarqueMed17
1865;Medicament1865;Cond6;CategoryMed17;MarqueMed10
1866;Medicament1866;Cond12;CategoryMed24;MarqueMed22
1867;Medicament1867;Cond5;CategoryMed43;MarqueMed23
1868;Medicament1868;Cond6;CategoryMed19;MarqueMed15
1869;Medicament1869;Cond13;CategoryMed2;MarqueMed16
1870;Medicament1870;Cond5;CategoryMed15;MarqueMed6
1871;Medicament1871;Cond1;CategoryMed35;MarqueMed12
1872;Medicament1872;Cond5;CategoryMed41;MarqueMed22
1873;Medicament1873;Cond1;CategoryMed30;MarqueMed4
1874;Medicament1874;Cond1;CategoryMed38;MarqueMed2
1875;Medicament1875;Cond12;CategoryMed8;MarqueMed17
1876;Medicament1876;Cond2;CategoryMed35;MarqueMed4
1877;Medicament1877;Cond9;CategoryMed2;MarqueMed9
1878;Medicament1878;Cond6;CategoryMed11;MarqueMed23
1879;Medicament1879;Cond13;CategoryMed32;MarqueMed10
1880;Medicament1880;Cond1;CategoryMed46;MarqueMed8
1881;Medicament1881;Cond2;CategoryMed27;MarqueMed9
1882;Medicament1882;Cond8;CategoryMed20;MarqueMed3
1883;Medicament1883;Cond3;CategoryMed4;MarqueMed10
1884;Medicament1884;Cond2;CategoryMed18;MarqueMed9
1885;Medicament1885;Cond2;CategoryMed11;MarqueMed1
1886;Medicament1886;Cond1;CategoryMed7;MarqueMed4
1887;Medicament1887;Cond13;CategoryMed12;MarqueMed2
1888;Medicament1888;Cond13;CategoryMed12;MarqueMed19
1889;Medicament1889;Cond4;CategoryMed16;MarqueMed19
1890;Medicament1890;Cond6;CategoryMed20;MarqueMed3
1891;Medicament1891;Cond11;CategoryMed18;MarqueMed19
1892;Medicament1892;Cond11;CategoryMed22;MarqueMed18
1893;Medicament1893;Cond2;CategoryMed1;MarqueMed5
1894;Medicament1894;Cond1;CategoryMed20;MarqueMed19
1895;Medicament1895;Cond3;CategoryMed47;MarqueMed7
1896;Medicament1896;Cond4;CategoryMed2;MarqueMed9
1897;Medicament1897;Cond10;CategoryMed25;MarqueMed18
1898;Medicament1898;Cond13;CategoryMed4;MarqueMed8
1899;Medicament1899;Cond8;CategoryMed2;MarqueMed16
1900;Medicament1900;Cond11;CategoryMed5;MarqueMed14
1901;Medicament1901;Cond8;CategoryMed19;MarqueMed3
1902;Medicament1902;Cond3;CategoryMed31;MarqueMed13
1903;Medicament1903;Cond9;CategoryMed18;MarqueMed10
1904;Medicament1904;Cond6;CategoryMed2;MarqueMed18
1905;Medicament1905;Cond7;CategoryMed7;MarqueMed2
1906;Medicament1906;Cond5;CategoryMed40;MarqueMed21
1907;Medicament1907;Cond2;CategoryMed14;MarqueMed22
1908;Medicament1908;Cond1;CategoryMed38;MarqueMed20
1909;Medicament1909;Cond4;CategoryMed25;MarqueMed22
1910;Medicament1910;Cond1;CategoryMed23;MarqueMed7
1911;Medicament1911;Cond6;CategoryMed44;MarqueMed2
1912;Medicament1912;Cond2;CategoryMed6;MarqueMed6
1913;Medicament1913;Cond12;CategoryMed28;MarqueMed2
1914;Medicament1914;Cond3;CategoryMed35;MarqueMed4
1915;Medicament1915;Cond5;CategoryMed30;MarqueMed11
1916;Medicament1916;Cond10;CategoryMed18;MarqueMed10
1917;Medicament1917;Cond9;CategoryMed18;MarqueMed2
1918;Medicament1918;Cond3;CategoryMed43;MarqueMed7
1919;Medicament1919;Cond6;CategoryMed47;MarqueMed4
1920;Medicament1920;Cond12;CategoryMed2;MarqueMed22
1921;Medicament1921;Cond2;CategoryMed37;MarqueMed13
1922;Medicament1922;Cond7;CategoryMed46;MarqueMed16
1923;Medicament1923;Cond5;CategoryMed46;MarqueMed13
1924;Medicament1924;Cond5;CategoryMed38;MarqueMed4
1925;Medicament1925;Cond8;CategoryMed14;MarqueMed21
1926;Medicament1926;Cond10;CategoryMed8;MarqueMed18
1927;Medicament1927;Cond6;CategoryMed12;MarqueMed11
1928;Medicament1928;Cond3;CategoryMed13;MarqueMed16
1929;Medicament1929;Cond3;CategoryMed24;MarqueMed23
1930;Medicament1930;Cond10;CategoryMed48;MarqueMed6
1931;Medicament1931;Cond4;CategoryMed32;MarqueMed3
1932;Medicament1932;Cond7;CategoryMed21;MarqueMed8
1933;Medicament1933;Cond11;CategoryMed22;MarqueMed18
1934;Medicament1934;Cond1;CategoryMed15;MarqueMed10
1935;Medicament1935;Cond7;CategoryMed40;MarqueMed11
1936;Medicament1936;Cond10;CategoryMed47;MarqueMed1
1937;Medicament1937;Cond1;CategoryMed29;MarqueMed2
1938;Medicament1938;Cond1;CategoryMed4;MarqueMed18
1939;Medicament1939;Cond13;CategoryMed10;MarqueMed15
1940;Medicament1940;Cond7;CategoryMed1;MarqueMed17
1941;Medicament1941;Cond1;CategoryMed12;MarqueMed6
1942;Medicament1942;Cond8;CategoryMed18;MarqueMed10
1943;Medicament1943;Cond5;CategoryMed47;MarqueMed5
1944;Medicament1944;Cond3;CategoryMed31;MarqueMed6
1945;Medicament1945;Cond1;CategoryMed35;MarqueMed4
1946;Medicament1946;Cond3;CategoryMed34;MarqueMed15
1947;Medicament1947;Cond12;CategoryMed4;MarqueMed18
1948;Medicament1948;Cond1;CategoryMed47;MarqueMed17
1949;Medicament1949;Cond8;CategoryMed45;MarqueMed23
1950;Medicament1950;Cond2;CategoryMed32;MarqueMed4
1951;Medicament1951;Cond7;CategoryMed29;MarqueMed20
1952;Medicament1952;Cond13;CategoryMed28;MarqueMed5
1953;Medicament1953;Cond4;CategoryMed12;MarqueMed3
1954;Medicament1954;Cond10;CategoryMed32;MarqueMed14
1955;Medicament1955;Cond2;CategoryMed32;MarqueMed5
1956;Medicament1956;Cond10;CategoryMed12;MarqueMed13
1957;Medicament1957;Cond13;CategoryMed36;MarqueMed8
1958;Medicament1958;Cond5;CategoryMed31;MarqueMed10
1959;Medicament1959;Cond11;CategoryMed26;MarqueMed2
1960;Medicament1960;Cond2;CategoryMed13;MarqueMed16
1961;Medicament1961;Cond4;CategoryMed42;MarqueMed12
1962;Medicament1962;Cond2;CategoryMed5;MarqueMed2
1963;Medicament1963;Cond11;CategoryMed25;MarqueMed2
1964;Medicament1964;Cond2;CategoryMed7;MarqueMed4
1965;Medicament1965;Cond8;CategoryMed19;MarqueMed21
1966;Medicament1966;Cond8;CategoryMed18;MarqueMed9
1967;Medicament1967;Cond11;CategoryMed38;MarqueMed14
1968;Medicament1968;Cond4;CategoryMed44;MarqueMed22
1969;Medicament1969;Cond6;CategoryMed42;MarqueMed7
1970;Medicament1970;Cond1;CategoryMed13;MarqueMed4
1971;Medicament1971;Cond5;CategoryMed5;MarqueMed5
1972;Medicament1972;Cond7;CategoryMed31;MarqueMed19
1973;Medicament1973;Cond1;CategoryMed17;MarqueMed1
1974;Medicament1974;Cond1;CategoryMed20;MarqueMed11
1975;Medicament1975;Cond8;CategoryMed42;MarqueMed5
1976;Medicament1976;Cond8;CategoryMed27;MarqueMed13
1977;Medicament1977;Cond11;CategoryMed29;MarqueMed17
1978;Medicament1978;Cond1;CategoryMed8;MarqueMed8
1979;Medicament1979;Cond5;CategoryMed7;MarqueMed5
1980;Medicament1980;Cond5;CategoryMed39;MarqueMed11
1981;Medicament1981;Cond8;CategoryMed42;MarqueMed11
1982;Medicament1982;Cond12;CategoryMed2;MarqueMed8
1983;Medicament1983;Cond1;CategoryMed33;MarqueMed14
1984;Medicament1984;Cond5;CategoryMed28;MarqueMed6
1985;Medicament1985;Cond8;CategoryMed5;MarqueMed5
1986;Medicament1986;Cond10;CategoryMed12;MarqueMed6
1987;Medicament1987;Cond6;CategoryMed1;MarqueMed22
1988;Medicament1988;Cond6;CategoryMed1;MarqueMed8
1989;Medicament1989;Cond11;CategoryMed20;MarqueMed5
1990;Medicament1990;Cond8;CategoryMed33;MarqueMed18
1991;Medicament1991;Cond9;CategoryMed11;MarqueMed16
1992;Medicament1992;Cond5;CategoryMed44;MarqueMed22
1993;Medicament1993;Cond10;CategoryMed29;MarqueMed6
1994;Medicament1994;Cond3;CategoryMed39;MarqueMed6
1995;Medicament1995;Cond12;CategoryMed29;MarqueMed17
1996;Medicament1996;Cond13;CategoryMed41;MarqueMed23
1997;Medicament1997;Cond13;CategoryMed25;MarqueMed18
1998;Medicament1998;Cond8;CategoryMed32;MarqueMed6
1999;Medicament1999;Cond7;CategoryMed46;MarqueMed6
